"id","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107"
"53",0,0,0,0,0,0,0,2582,0,0,0,4961,610,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,4194,7210,7210,3641,7210,0,7210,7210,807,7210,7210,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,7210,4408,0,0,280,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5060
"54",0,0,0,0,0,0,0,2707,1377,98,0,7210,5924,0,2070,3530,0,0,0,0,0,0,0,0,0,0,0,492,7210,0,0,0,0,0,0,0,0,3414,0,0,0,0,0,0,2157,0,0,7210,7210,7210,7210,7210,7210,0,7210,919,0,7210,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,7210,0,0,2365,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5686
"55",0,0,0,0,0,0,0,0,0,0,0,0,7210,0,7210,0,0,0,0,0,0,7210,7210,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,7210,7210,0,11,7210,7210,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,7210,7210,6777,0,7210,7210,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728
"56",0,1485,3046,75,1055,2225,3386,901,923,1744,2455,586,775,0,185,0,321,0,0,1,636,152,0,0,0,623,847,3071,660,0,1332,493,1267,0,0,0,0,445,0,0,0,0,139,0,361,470,152,591,476,669,687,435,741,813,445,0,824,303,532,0,76,1105,824,1357,1971,3766,3167,2246,897,834,934,931,1291,0,668,0,0,2791,3399,0,1294,2670,0,959,1217,666,18,270,826,87,87,543,1476,575,920,2708,3457,3576,3321,2141,1989,2602,3713,855,2212,973,468
"57",0,0,0,0,0,0,0,2603,0,0,0,5393,7210,0,7210,27,0,0,0,0,0,417,4,0,0,0,0,2,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0,0,6793,6970,7210,7210,7210,7210,0,7210,842,0,7210,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,2036,7210,2669,417,417,417,417,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5581
"58",0,0,0,0,0,0,0,0,0,0,0,0,7126,0,7210,0,0,0,0,0,0,7210,7210,0,0,0,0,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,7210,7210,0,7210,0,7210,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,7210,7210,7210,7210,7210,7210,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632
"59",0,0,0,0,0,0,0,2707,0,310,0,0,7210,0,7210,0,0,0,0,0,0,7210,7210,0,0,0,0,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4245,1,7210,7210,7210,930,7210,7210,0,5421,0,0,0,6993,0,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,7210,7210,7210,7210,7210,7210,7210,7210,0,5880,7210,7210,0,0,67,0,0,0,0,0,0,0,0,6210
"60",0,0,0,0,0,0,0,0,0,0,1769,0,0,0,0,0,0,0,0,7210,7210,7210,5376,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,0,7210,7210,0,0,7210,7210,1,0,0,0,647,0,0,0,0,0,0,0
"61",0,0,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,7210,7210,16,7210,0,0,0,0,99,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,7210,7210,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7074,7210,0,1332,3187,7210,7210,0,0,7210,0,0,0
"62",0,0,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,7210,7210,7210,7210,0,0,0,0,2129,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,0,7210,3628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,7210,7210,7210,0,0,7210,7210,7210,0,2290,5639,7210,7210,0,0,1709,0,0,967
"63",0,0,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,7210,1563,0,7210,0,0,0,0,95,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,7210,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7072,7210,0,1339,5007,7210,7210,3477,0,7210,0,0,0
"64",0,1761,1631,0,0,0,2,4972,0,736,4569,0,2351,0,0,0,0,0,0,0,1527,7208,1782,0,0,2,0,2540,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,39,5233,0,590,5308,4683,6788,993,1717,4071,1644,0,0,131,1588,0,0,0,0,0,0,0,0,0,0,401,0,0,1466,835,0,7208,7210,7181,3382,7208,7210,7208,7208,6908,7086,7210,7210,7210,6423,6042,1862,1844,1094,282,2,0,0,0,7083
"65",0,0,0,0,0,0,154,0,0,0,7210,0,0,0,0,0,0,0,0,7210,7210,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,0,0,0,0,7210,7210,7210,0,0,5264,706,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,0,7210,3889,1787,7192,7210,7210,7210,7210,7210,7210,7210,176
"66",0,214,963,0,0,123,4678,1618,0,894,6542,0,0,0,0,0,0,0,0,0,1979,0,0,0,0,79,440,3695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3894,0,0,0,0,0,2387,2413,1762,6118,0,4691,5579,637,543,0,0,0,0,40,0,0,3763,6459,0,76,1769,0,0,0,0,0,0,0,0,0,0,1179,1011,1400,6620,6507,5508,6732,6451,6306,7209,3229,2490,6703,4357,1024
"67",0,696,1480,0,0,2709,3937,3432,0,2546,2924,0,0,0,0,0,0,0,0,0,0,626,0,0,0,1657,1108,4237,4,0,1,0,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,3244,400,0,399,0,0,183,715,2947,1269,4150,0,2864,2062,1370,1133,1169,234,0,37,0,0,2831,3973,0,2626,645,0,1274,2662,649,0,656,2378,336,333,416,2467,1278,1880,3658,4563,3393,3711,1581,1309,1982,3155,743,1799,1017,1979
"68",0,270,0,0,0,2062,7028,0,0,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7208,4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,0,0,0,0,0,0,0,0,2,7207,4340,0,7210,7208,0,0,0,0,0,0,0,4139,6797,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7200,7210,2,7210,7210,0
"69",0,0,0,0,0,5927,3418,0,0,4382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,1176,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0,0,0,0,0,0,0,0,622,3417,7210,0,1241,6816,383,0,0,0,0,0,5567,6253,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",0,0,0,0,0,1203,4310,0,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,0,0,0,0,0,0,0,0,0,747,3099,7210,1241,0,7210,0,0,0,0,0,0,5548,7150,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667,0,0
"71",0,0,0,0,0,6790,2539,0,0,4451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7159,1183,0,0,730,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,0,0,0,0,0,0,0,0,546,2458,6888,6816,7210,0,7210,0,0,0,0,0,5574,5307,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",0,35,222,0,7210,5727,1390,0,0,3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,379,0,0,7064,0,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,3277,0,0,126,0,0,0,0,0,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",0,67,320,0,7193,7102,1158,0,0,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6789,1029,0,0,6742,0,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,0,0,0,0,0,0,0,0,0,0,674,0,0,98,6862,3277,0,0,184,100,0,1611,0,0,0,2814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",6949,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4765,0,1697,0,0,0,0,0,0,1128,1652,1430,2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6452,910,0,0,1116,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",1270,4370,1993,3694,0,18,447,351,645,1749,0,0,0,0,0,614,6766,2998,0,0,0,0,0,0,4517,706,0,372,0,1568,788,275,1240,0,0,2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,36,156,0,0,514,282,0,0,2101,2510,564,0,0,0,0,0,0,0,0,0,234,0,0,0,0,485,0,0,0,0,0,0,0,0,0
"76",6131,0,33,456,406,0,0,0,0,0,0,0,0,0,0,0,0,1148,0,0,0,0,0,2332,0,2094,0,0,0,0,58,599,376,6176,6641,2175,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,97,6610,0,0,316,0,0,993,0,12,3716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",573,0,0,148,0,0,0,0,4072,0,0,1,0,4566,0,2543,181,3811,6227,0,0,0,0,3123,823,1560,0,0,1,5062,0,0,0,5045,2759,1450,0,2433,3883,5266,4131,1686,802,416,3080,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,388,120,0,0,0,5857,0,0,3127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",0,1942,489,0,0,4568,5547,1269,160,4345,102,0,0,0,0,30,24,0,0,0,0,0,0,0,0,1080,2931,2825,29,10,377,0,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3603,0,0,0,0,0,21,0,343,841,3951,3279,2327,5272,5617,2296,1692,1332,0,877,0,0,0,5044,0,1017,772,0,151,176,50,0,40,166,0,0,0,1087,69,101,120,1001,1359,1207,89,31,3338,4110,0,3676,1610,260
"79",0,187,0,0,0,4836,6895,176,0,2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,5481,3466,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2840,0,0,0,0,0,0,0,0,1195,6538,3934,6685,7210,7210,4057,146,0,0,46,0,0,5554,0,0,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,2843,7040,0,6503,2792,0
"80",741,0,0,735,0,0,0,0,0,0,0,0,0,2800,0,317,43,736,6119,0,0,0,0,3745,747,342,0,0,0,393,0,0,0,5642,5616,1500,0,1041,1375,3581,5402,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961,194,280,5963,0,0,0,0,0,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",0,1975,2981,0,0,0,143,3785,5312,1467,264,0,12,0,0,2701,6417,1228,0,0,0,243,0,0,4844,3844,0,845,219,5886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,813,74,0,0,0,0,176,0,648,0,25,906,0,0,0,0,0,0,0,3214,0,1,819,0,0,0,264,1144,515,766,326,0,256,542,111,101,46,4780,257,279,314,446,1621,278,211,0,91,105,0,0,0,1114
"82",68,4432,4768,1549,3506,2258,1102,0,0,341,1742,0,0,0,0,0,874,60,0,0,2,1581,0,0,545,247,222,2708,0,115,3802,3047,3137,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0,0,0,0,2,1653,526,1673,43,969,518,225,254,251,250,972,2484,0,1931,388,0,398,450,0,735,0,0,865,1602,746,0,1563,1608,513,208,0,1646,1651,1654,1740,1803,1806,1816,1742,900,1045,1075,0,221,0,908
"83",4926,666,70,2102,0,0,0,0,568,0,0,144,0,392,0,507,5874,6325,537,0,0,0,0,1230,6440,1227,0,0,55,2387,0,0,75,1394,996,6432,0,438,462,441,465,352,383,226,482,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3628,6034,3429,2168,0,0,1642,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",0,0,0,0,0,0,0,2697,92,411,0,0,7210,0,7210,0,0,0,0,0,0,7210,7210,0,0,0,0,1777,3380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,7210,7210,7210,932,7210,7210,7210,0,0,0,0,6374,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,6874,7210,7210,7210,7210,7210,7210,5699,7210,7210,0,0,0,0,0,0,0,0,0,0,0,6133
"85",0,1304,1974,0,0,0,0,4361,0,662,7210,0,0,0,0,0,0,0,0,0,0,7210,4562,0,0,0,0,2545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150,0,2401,6362,2763,7210,2909,5676,7210,0,7210,0,0,2178,0,0,0,0,0,0,0,0,0,0,0,0,0,612,978,0,7210,0,7210,4976,7210,7210,7210,7210,7210,7210,7210,7210,7210,5988,6149,1558,1176,0,0,0,0,0,0,7210
"86",0,0,0,0,0,0,0,2532,0,0,0,0,7210,0,7210,0,0,0,0,0,0,7210,7210,0,0,0,0,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2819,7064,7210,7210,7210,200,7210,7210,7210,7210,0,0,0,3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6874,7210,0,7210,7210,7210,7210,7210,7210,277,7210,6865,0,0,0,0,0,0,0,0,0,0,0,5853
"87",0,0,0,0,0,0,0,0,0,0,410,0,0,0,7210,0,0,0,0,0,1617,7207,7210,0,0,0,0,1843,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2099,173,0,5539,7210,7210,7210,7210,7210,0,5619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,6895,7210,0,7210,7210,7210,7208,7210,0,7210,7210,0,0,0,0,0,0,0,0,0,0,0,1855
"88",0,0,0,0,0,0,0,0,0,239,7210,0,0,0,0,0,0,0,0,0,7210,2,7210,0,0,0,0,2185,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,7210,7210,7210,7210,7210,7210,0,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,224,786,0,7210,7210,7210,7210,0,7210,7210,7210,7210,5105,7210,7210,7210,7210,5833,5779,7210,7210,0,0,0,0,0,4616
"89",0,0,0,0,0,0,0,436,0,330,7210,0,0,0,6387,0,0,0,0,0,2194,7210,7210,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,276,7210,7210,7210,7210,7210,7210,0,7210,0,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,7210,7210,7210,7210,7210,0,7210,7210,7210,6743,7210,7210,7210,0,5408,0,0,0,0,0,0,0,0,7210
"90",0,0,0,0,0,0,0,0,0,0,4518,0,0,0,4553,0,0,0,0,0,7210,5761,7210,0,0,0,0,1784,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,7210,7210,7210,7210,2802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5192,2229,7206,7210,7210,7210,0,0,7210,0,7210,7210,4053,0,0,0,0,0,0,0,0,0,0,196
"91",0,0,0,0,0,0,0,0,0,0,0,0,6723,0,7210,0,0,0,0,0,2,3828,7210,0,0,0,0,1723,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7208,7208,0,7208,7210,7210,7210,7210,2,2,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7208,5181,7210,7208,7210,7210,0,0,7210,0,7210,7210,0,0,0,0,0,0,0,0,0,0,0,2887
"92",0,0,0,0,0,0,0,0,0,0,0,0,7210,0,7210,0,0,0,0,0,0,7210,7208,0,0,0,0,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,7210,7210,157,7210,7210,0,7210,7210,0,0,5179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,7210,7210,7210,7210,7210,7210,0,0,7210,7210,0,0,0,0,0,0,0,0,0,0,0,6011
"93",0,1379,2282,0,0,0,0,3400,1828,811,5229,0,378,0,0,630,0,0,0,0,0,6103,22,0,0,1059,0,2963,532,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,1830,0,3075,1890,409,2388,0,3010,4890,1777,7086,0,418,2423,0,0,0,0,0,0,0,120,0,0,1031,0,0,3486,1620,0,6721,7210,6433,146,6288,7058,5322,5446,5309,0,6136,6559,6017,5793,5207,4910,4615,497,77,41,0,0,0,6442
"94",0,0,0,0,0,0,0,0,0,45,7210,0,0,0,0,0,0,0,0,7210,7210,7210,7210,0,0,0,0,2167,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,0,0,0,7210,7210,7210,7210,7210,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,0,0,0,0,7210,7210,7210,7210,0,109,0,194,7210,7210,5903,7192,7210,7210,7210,0,7210,0,0,1501
"95",0,0,0,0,0,0,0,0,0,31,7210,0,0,0,0,0,0,0,0,7041,7210,7210,7210,0,0,0,0,2163,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,7210,7210,7210,7210,7210,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,272,5503,4449,7210,7210,7210,7210,7210,41,2452,194,0,7210,7210,5734,7192,7210,7210,671,0,0,0,0,1561
"96",0,0,342,0,0,0,0,563,0,328,5757,0,0,0,0,0,0,0,0,747,7210,7210,7210,0,0,0,0,2037,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,0,0,0,7210,7210,7210,7210,7210,0,0,2098,0,0,0,0,0,0,0,0,0,0,5,0,0,257,1575,0,2707,7209,4233,0,7210,7210,7210,7210,0,6121,7210,7210,0,7210,4533,7192,7210,7210,7210,0,148,0,0,1607
"97",0,361,2225,0,0,0,3989,1019,0,940,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,3614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4109,0,0,0,0,0,7210,7075,4940,7210,7065,5037,6289,0,0,0,0,0,0,0,0,0,1931,6943,0,471,1794,0,0,0,0,0,0,0,0,0,0,333,6827,7019,7210,0,5542,7192,7210,7210,7210,7210,3119,7210,5506,1137
"98",0,2173,2103,0,0,0,338,1015,1107,916,6113,0,0,0,0,0,143,0,0,0,3597,5192,42,0,0,837,0,2613,0,644,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3237,0,0,0,289,3562,5377,3681,7210,2643,2178,2964,0,0,0,0,0,0,0,863,0,0,1124,348,0,2273,1943,0,2409,6421,1899,0,5391,5819,5045,5009,71,5697,5615,5947,4775,5846,0,6100,5670,5189,4276,3565,384,186,0,2698
"99",0,0,0,0,0,0,2379,779,0,134,6442,0,0,0,0,0,0,0,0,4488,7192,82,0,0,0,0,0,555,0,0,0,0,0,0,0,0,5794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2737,0,0,0,0,7192,7192,7192,5269,7192,6191,1910,0,0,0,0,0,0,0,0,0,0,40,1194,0,33,1649,0,0,0,0,0,432,0,0,0,0,0,7192,7192,7192,7192,6062,0,7192,7192,7192,7192,7192,7185,7182,1040
"100",0,0,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,7210,7210,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,0,0,0,477,7210,7210,7210,908,7210,5161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,7210,7210,5830,7192,0,6800,7210,7210,7210,4808,7210,985
"101",0,0,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,7210,7210,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,7210,7210,7210,0,7210,2526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,6783,7210,778,1738,7192,6800,0,7210,0,7210,5732,7210,690
"102",0,0,0,0,0,0,2481,0,0,3,7210,0,0,0,0,0,0,0,0,7210,7210,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,0,0,0,0,5168,7210,7210,0,7210,5430,871,2760,0,0,0,0,0,0,0,0,0,0,1883,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,2459,7192,7210,7210,0,7210,7210,7210,7210,458
"103",0,119,0,0,0,0,3453,805,0,279,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0,0,0,0,0,1888,7210,0,7210,3229,2231,7210,2634,0,0,0,0,0,0,0,0,1050,7088,0,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,3706,7192,7210,7210,7210,0,7210,7210,7210,890
"104",0,0,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,7210,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,7210,7210,7210,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6520,0,0,6700,7210,7210,7210,0,0,0,6763,0
"105",0,88,0,0,0,0,3722,878,0,770,7210,0,0,0,0,0,0,0,0,0,4329,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517,0,0,0,0,0,4979,7210,0,7210,7210,2278,7210,1424,0,0,0,0,0,0,0,0,191,5736,0,0,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,4239,7192,7210,7210,7210,7210,7210,0,7210,902
"106",0,0,0,0,0,0,1534,0,0,0,6240,0,0,0,0,0,0,0,0,7210,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,30,7210,0,7210,5265,789,7210,0,0,0,0,0,0,0,0,0,0,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7192,7210,7210,7210,7210,7210,7210,0,0
"107",0,1796,2930,0,0,0,0,5582,1440,934,4830,484,1442,0,485,1320,0,0,0,0,94,6040,173,0,0,1099,0,2547,1668,0,0,0,0,0,0,0,2,402,0,0,0,0,0,0,274,0,0,296,573,975,1013,757,1259,2738,888,1310,5961,1114,5529,74,214,1006,180,6211,2,2,1855,0,0,0,0,0,0,0,0,0,0,1098,0,0,4635,988,0,7208,7208,7163,571,6358,7091,4953,5561,5760,6362,5563,5804,5401,5197,6059,927,915,207,127,2,2,0,0,0
