"id","id_1","id_2","id_4","id_6","id_8","id_9","id_12","id_13","id_14","id_16","id_17","id_20","id_21","id_23","id_25","id_26","id_27","id_30","id_32","id_34","id_36","id_39","id_41","id_42","id_44","id_45","id_48","id_53","id_56","id_66","id_67","id_68","id_69","id_98","id_260","id_286","id_307","id_315","id_316","id_317","id_321","id_325","id_335","id_340","id_362","id_373","id_414","id_419","id_422","id_425","id_428","id_436","id_437","id_438","id_439","id_440","id_441","id_442","id_443","id_444","id_445","id_446","id_447","id_448","id_449","id_450","id_451","id_452","id_453","id_454","id_455","id_456","id_457","id_458","id_459","id_460","id_461","id_462","id_463","id_464","id_465","id_466","id_467","id_468","id_469","id_470"
"id_414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6651,7109,0,7210,7210,0,0,0,0,0,0,0,0,5143,1,5230,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,0,6939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3815,3585,0,0,4023,0,0,0,0,0,0,0,2490,1319,0,0,0,0,0,0,0,0,4021,0,0,0,0,3579,4015,0,0,3634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4186,2204,0,4528,4722,7210,0,1216,0,0,0,1267,4384,0,0,6945,2676,0,6801,0,0,0,0,0,0,2645,0,0,0,0,2104,2751,5578,5484,6780,7210,4027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6079
"id_428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,7210,0,7210,0,0,0,1101,0,0,0,7210,5332,0,0,0,0,0,0,0,3853,0,0,0,0,0,6326,6699,5578,2639,7210,5254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_436",0,0,0,0,0,0,0,0,0,0,0,0,1734,0,0,0,0,0,0,7210,7210,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,1947,1193,6669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_437",723,359,0,891,516,2025,3003,53,2152,112,109,1981,505,794,3266,81,3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,91,728,322,0,0,0,0,0,0,214,0,2307,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,1448,0,1053,83,1979,403,460,713,918,747,593,533,451,0,0,0,0,0,0,0
"id_438",0,0,0,0,0,0,334,0,0,0,0,0,671,7004,41,0,0,7145,1849,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246,2371,0,6153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_439",105,0,0,780,789,523,2622,0,1479,3244,3970,1876,202,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,0,2238,1031,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,0,0,4226,1847,358,610,1187,725,1046,26,0,0,0,0,0,0,0,0,0
"id_440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,1091,0,0,7210,0,0,0,0,0,0,0,1460,2183,0,0,0,0,0,0,3579,0,7210,0,0,0,0,0,6817,0,0,6615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858,6741,357,0,6830,0,0,0,355,0,0,0,6744,5456,0,158,0,0,0,0,4016,174,6822,0,0,0,0,6817,0,319,308,6809,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,0,0,7130,6411,7143,0,1794,0,0,0,1251,31,0,0,7210,4397,0,7179,0,0,0,0,0,5578,6378,0,0,0,0,563,5890,0,3122,7204,7210,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2672
"id_443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4038,423,0,4383,4770,7002,0,311,0,0,0,1202,3123,207,0,6474,2985,0,7210,0,0,0,0,0,5484,2803,0,0,0,0,0,3064,3330,0,4851,7071,3151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210
"id_444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6052,7210,6145,0,7210,0,0,0,637,0,0,0,7089,6595,0,0,0,0,0,0,3781,2339,7210,0,0,0,0,7210,6808,681,598,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,7210,7210,0,2138,0,0,0,1278,0,0,0,7210,7210,0,5693,0,0,0,0,0,7210,7210,0,0,0,0,7210,6648,7210,6863,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712
"id_446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3443,6354,711,0,0,214,0,0,0,0,0,4033,6855,6697,6039,88,0,0,2025,0,0,0,4823,0,2091,0,0,0,0,0,0,0,1936,3658,0,1223,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6376
"id_447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,89,7210,7210,0,0,0,0,0,0,0,0,0,0,0,906,0,0,0,0,0,0,0,0,0,7210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7210,0,6808,7210,0,0,0,0,0,0,0,0,4998,0,102,7210,0,0,0,0,0,0,0,6939,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_449",0,0,0,0,0,0,0,0,0,0,0,0,1362,0,0,0,0,0,0,1,7210,7210,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4124,0,0,0,0,7148,0,0,0,0,0,0,0,0,0,0,0,0,0,99,479,1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_450",0,0,0,0,0,0,0,0,0,0,0,0,2751,0,0,0,0,4981,6830,5713,0,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3190,0,0,0,0,0,4034,0,1565,0,0,0,0,0,0,0,0,0,0,0,0,399,3901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_451",0,0,0,0,0,0,1265,0,0,0,1001,0,896,3206,2470,602,3191,858,1115,1244,252,937,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,1104,1958,673,1099,0,0,0,0,0,0,0,0,0,306,565,0,1082,3168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_452",0,0,0,0,0,0,0,0,0,0,0,0,1704,0,0,0,0,886,756,7082,3673,6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,6873,0,0,0,0,0,0,0,0,0,0,0,0,1385,2495,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"id_453",0,0,0,0,0,0,454,0,0,0,0,0,355,4092,614,0,472,6642,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5438,0,0,0,0,0,0,0,6955,0,0,0,0,0,0,0,0,0,0,0,107,2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
