"id","id_1","id_2","id_4","id_6","id_8","id_11","id_18","id_73","id_74","id_75","id_76","id_77"
"id_1",0,0,0,0,0,0,0,0,0,0,0,0
"id_2",0,0,0,0,0,0,0,0,0,0,0,0
"id_4",0,0,0,0,0,0,0,0,0,0,0,0
"id_6",0,0,0,0,0,13,13,0,303,0,0,0
"id_8",0,0,0,0,0,0,0,0,0,0,0,0
"id_11",0,0,0,13,0,0,159,0,0,0,0,0
"id_18",0,0,0,13,0,159,0,0,131,0,0,489
"id_73",0,0,0,0,0,0,0,0,0,0,0,0
"id_74",0,0,0,303,0,0,131,0,0,0,0,0
"id_75",0,0,0,0,0,0,0,0,0,0,0,0
"id_76",0,0,0,0,0,0,0,0,0,0,0,0
"id_77",0,0,0,0,0,0,489,0,0,0,0,0
