id,frames,locX,locY,orientation,size1Px,size2Px,speedPxPerSec,Interpolated,headLocX,headLocY
675,241,986,497,180,17.6379,43.5126,1,0,986,518.75632
675,242,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,243,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,244,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,245,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,246,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,247,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,248,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,249,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,250,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,251,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,252,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,253,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,254,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,255,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,256,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,257,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,258,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,259,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,260,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,261,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,262,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,263,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,264,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,265,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,266,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,267,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,268,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,269,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,270,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,271,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,272,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,273,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,274,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,275,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,276,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,277,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,278,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,279,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,280,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,281,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,282,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,283,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,284,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,285,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,286,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,287,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,288,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,289,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,290,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,291,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,292,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,293,986,497,180,17.6379,43.5126,0,0,986,518.75632
675,294,985,497,180,17.6379,43.5126,1,0,985,518.75632
675,295,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,296,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,297,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,298,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,299,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,300,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,301,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,302,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,303,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,304,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,305,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,306,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,307,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,308,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,309,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,310,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,311,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,312,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,313,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,314,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,315,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,316,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,317,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,318,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,319,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,320,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,321,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,322,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,323,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,324,985,497,180,17.6379,43.5126,0,0,985,518.75632
675,325,985,498,180,17.6379,43.5126,1,0,985,519.75632
675,326,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,327,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,328,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,329,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,330,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,331,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,332,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,333,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,334,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,335,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,336,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,337,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,338,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,339,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,340,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,341,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,342,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,343,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,344,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,345,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,346,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,347,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,348,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,349,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,350,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,351,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,352,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,353,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,354,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,355,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,356,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,357,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,358,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,359,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,360,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,361,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,362,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,363,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,364,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,365,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,366,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,367,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,368,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,369,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,370,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,371,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,372,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,373,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,374,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,375,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,376,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,377,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,378,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,379,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,380,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,381,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,382,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,383,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,384,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,385,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,386,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,387,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,388,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,389,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,390,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,391,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,392,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,393,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,394,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,395,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,396,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,397,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,398,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,399,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,400,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,401,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,402,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,403,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,404,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,405,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,406,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,407,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,408,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,409,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,410,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,411,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,412,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,413,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,414,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,415,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,416,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,417,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,418,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,419,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,420,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,421,985,498,180,17.6379,43.5126,0,0,985,519.75632
675,422,985,498,180,17.6379,43.5126,0,0,985,519.75632
